time,knee_angle_pitch
0.766,37.9215758332874
0.771,36.8829390874692
0.776,35.8167192878343
0.781,34.6698901652068
0.786,33.4546418410897
0.791,32.2187245957128
0.796,30.9228553416425
0.801,29.5573869787594
0.806,28.1038409733788
0.811,26.6537134412803
0.816,25.220082116493
0.821,23.7758681567358
0.826,22.2491506779705
0.831,20.6476001915982
0.836,19.0191443283852
0.841,17.4601552924492
0.846,15.9567586376008
0.851,14.5108143244551
0.856,13.012483872931
0.861,11.4366839506222
0.866,9.87580575055848
0.871,8.26059685106626
0.876,6.46114631280697
0.881,4.44482665179786
0.886,2.45085191759424
0.891,0.451922746168941
0.896,-1.63211302367324
0.901,-3.36125210927676
0.906,-4.96558463512578
0.911,-5.93910137120937
0.916,-7.39088344567391
0.921,-8.80890554683734
0.926,-9.92378901225147
0.931,-10.8117485317756
0.936,-11.6253044722082
0.941,-12.0174607285686
0.946,-11.6907983093901
0.951,-11.1193366785162
0.956,-10.3915019398523
0.961,-9.54830241229063
0.966,-8.6121992879346
0.971,-7.80958230177475
0.976,-6.87403114539062
0.981,-6.21191913363846
0.986,-5.72850911503107
0.991,-5.33105139704197
0.996,-4.93970816767906
1.001,-4.63115004304693
1.006,-4.47877065100608
1.011,-4.38917726615788
1.016,-4.29136714136284
1.021,-4.0038043856274
1.026,-3.56944121044404
1.031,-3.05662209465182
1.036,-2.73583590308507
1.041,-2.77338289361129
1.046,-3.073913130086
1.051,-3.49460629418667
1.056,-3.69636899828361
1.061,-3.29549337085316
1.066,-2.49055514348981
1.071,-1.32216994095739
1.076,0.166673405372773
1.081,1.72628071500957
1.086,3.18482696366997
1.091,4.55469194551374
1.096,5.76807190417292
1.101,6.80880960203894
1.106,7.81732278611048
1.111,8.71757609343851
1.116,9.5146639058383
1.121,10.173344840534
1.126,10.5819119125257
1.131,10.757866399434
1.136,10.8300897403527
1.141,10.9225089200399
1.146,11.0728042984559
1.151,11.3182481200539
1.156,11.6758221924424
1.161,12.120714088553
1.166,12.61941155646
1.171,13.1176280019617
1.176,13.5404285948548
1.181,13.8078261255355
1.186,13.9622980389032
1.191,14.0513370750302
1.196,14.0134659852752
1.201,13.6714640719897
1.206,13.2061003815113
1.211,12.9002104427642
1.216,12.675114351081
1.221,12.6245429385334
1.226,12.6623040237881
1.231,12.6644382732972
1.236,12.5706814565119
1.241,12.3923353941679
1.246,12.1135422781832
1.251,11.869806777078
1.256,11.7079074615847
1.261,11.6514100659903
1.266,11.6995725810942
1.271,11.8290199950141
1.276,11.9498075541846
1.281,11.9760231645051
1.286,11.9175773585171
1.291,11.8384552217751
1.296,11.7957696154185
1.301,11.8164087842875
1.306,11.8618585165535
1.311,11.9018305895592
1.316,11.9322141782074
1.321,11.935089810672
1.326,11.8817087077096
1.331,11.7510025193628
1.336,11.569800753262
1.341,11.3605169186768
1.346,11.1231688992822
1.351,10.8712591503247
1.356,10.630937026956
1.361,10.3983431313505
1.366,10.1623716177436
1.371,9.93097464470679
1.376,9.71831201433873
1.381,9.53409646165515
1.386,9.41010382256172
1.391,9.38430178587267
1.396,9.40740167071498
1.401,9.17786387796615
1.406,9.17559910879431
1.411,9.34736272152572
1.416,9.64729784537359
1.421,9.94590854082539
1.426,10.1617287039295
1.431,10.279500490716
1.436,10.2909501531786
1.441,10.2228096081592
1.446,10.122814480178
1.451,10.0097523707184
1.456,9.89395683373805
1.461,9.7964047833882
1.466,9.75248100671228
1.471,9.78162682631885
1.476,9.8534018869428
1.481,9.94542949975451
1.486,10.0466611489638
1.491,10.1595790328613
1.496,10.2877559932001
1.501,10.4353428538898
1.506,10.6084721880938
1.511,10.805883228437
1.516,11.0232165623616
1.521,11.2608672901622
1.526,11.5114982285436
1.531,11.7811597303039
1.536,12.0888165864308
1.541,12.4486404762564
1.546,12.8686153601836
1.551,13.2971936169727
1.556,13.6723764279904
1.561,14.0515512378071
1.566,14.4588508314246
1.571,14.8671745186383
1.576,15.2906590287791
1.581,15.7426438627915
1.586,16.2282661222398
1.591,16.7388327410128
1.596,17.2673657804989
1.601,17.8170294295181
1.606,18.3990802653618
1.611,19.019665892081
1.616,19.6787753093982
1.621,20.3748312399022
1.626,21.0938975180879
1.631,21.8354945063043
1.636,22.6101116797171
1.641,23.4368003175504
1.646,24.3365027599839
1.651,25.3215364866699
1.656,26.3983852642961
1.661,27.8730828790547
1.666,29.1379104126554
1.671,30.4345998425206
1.676,32.1275509143282
1.681,33.8851764604784
1.686,35.656624096826
1.691,36.9312002840839
1.696,38.2046026329095
1.701,39.572428537001
1.706,41.0937752475119
1.711,42.6488814838697
1.716,44.2122479689653
1.721,45.7722113090357
1.726,47.2791758760103
1.731,48.6729904196625
1.736,49.8980983433008
1.741,50.9324818885767
1.746,51.8135460096917
1.751,52.6183758516582
1.756,53.3208511814565
1.761,53.9412578303824
1.766,54.7539687186779
1.771,55.6087829989189
1.776,56.3758921021625
1.781,57.0495760006591
1.786,57.6198654408577
1.791,58.1093853939752
1.796,58.5612245570884
1.801,58.9499610242565
1.806,59.2201003522307
1.811,59.3094369864089
1.816,59.2502046923072
1.821,59.0790063085328
1.826,58.8598289496854
1.831,58.5589709017171
1.836,58.2329597563373
1.841,57.9923973116978
1.846,57.7777085982495
1.851,57.6350984231
1.856,57.566931948677
1.861,57.4997659045599
1.866,57.3881129740549
1.871,57.2089938172428
1.876,56.942530942897
1.881,56.6212365476359
1.886,56.3061128727607
1.891,55.9488862168217
1.896,55.5166972827495
1.901,55.0670636739757
1.906,54.6240942731871
1.911,54.2832785780039
1.916,53.6873334608988
1.921,52.8410215649084
1.926,51.644993073662
1.931,50.4848150644141
1.936,49.3113278563492
1.941,48.2093146155861
1.946,47.2600303944344
1.951,46.4116044777488
1.956,45.6492822980839
1.961,44.9267309854394
1.966,44.1575247686415
1.971,43.3499265550606
1.976,42.5041525069542
1.981,41.6361197629446
1.986,40.7620445875287
1.991,39.8636957565251
1.996,38.8559978950202
2.001,37.748878427347
2.006,36.525512670903
2.011,35.2007046343405
2.016,33.8276090083375
2.021,32.4244794484959
2.026,30.9880358851641
2.031,29.500059223595
2.036,27.9597241882949
2.041,26.3739287508907
2.046,24.7360496054568
2.051,23.05457723424
2.056,21.3946853757407
2.061,19.7679362127961
2.066,18.1467507151378
2.071,16.5412565302129
2.076,14.9200660429371
2.081,13.2131410576399
2.086,11.3462673911599
2.091,9.29879203314685
2.096,7.06796711574634
2.101,4.89599049086585
2.106,2.81812066209896
2.111,0.962036801255122
2.116,-0.603726337372791
2.121,-1.88849376202642
2.126,-2.98868599503493
2.131,-4.22750298257902
2.136,-5.45116553142319
2.141,-6.64313117300669
2.146,-7.60313272339139
2.151,-8.47045099455653
2.156,-9.37578936152275
2.161,-10.1477740857359
2.166,-10.7175264240642
2.171,-10.9087394408702
2.176,-10.9613684191618
2.181,-10.6328494936359
2.186,-10.3348227001343
2.191,-9.85010102143194
2.196,-9.2137804759417
2.201,-8.86077363187898
2.206,-8.60631579610955
2.211,-8.39206357475406
2.216,-8.26958275690202
2.221,-8.15697400425893
2.226,-7.95045679408401
2.231,-7.84450018371426
2.236,-7.71197936680845
2.241,-7.49939342664153
2.246,-7.13152421485026
2.251,-6.54896011053792
2.256,-5.93546884833115
2.261,-5.53382681053987
2.266,-5.5430637833816
2.271,-5.814676328178
2.276,-6.10406392711034
2.281,-5.87266739384022
2.286,-5.09001207846253
2.291,-3.88226508085811
2.296,-2.37380380869067
2.301,-0.691896684319625
2.306,0.944808320491569
2.311,2.43639115975907
2.316,3.68952651173019
2.321,4.70319256518946
2.326,5.50386019466676
2.331,6.14044135489406
2.336,6.70186268433318
2.341,7.28476378211118
2.346,7.8414425642678
2.351,8.2768438479464
2.356,8.52836115156705
2.361,8.60682966503613
2.366,8.58456244063672
2.371,8.51305793649335
2.376,8.42688159215718
2.381,8.35953047370212
2.386,8.3701088542286
2.391,8.39278023604785
2.396,8.1436117290647
2.401,7.77298816064424
2.406,7.53922881674757
2.411,7.2690203534939
2.416,6.9994700351139
2.421,6.83150311105986
2.426,6.74321756154807
2.431,6.55794363291082
2.436,6.41854875177194
2.441,6.34652849888395
2.446,6.31098045530006
2.451,6.31362623455609
2.456,6.39831783967875
2.461,6.64517351190847
2.466,7.03180700608175
2.471,7.49014220449556
2.476,7.88914162207596
2.481,8.3230313378878
2.486,8.78916045023029
2.491,9.23397384801349
2.496,9.61758309367476
2.501,9.91329190101153
2.506,10.1213788373641
2.511,10.2556608119576
2.516,10.3029489769186
2.521,10.280343963372
2.526,10.2194083911206
2.531,10.122973403265
2.536,10.0264709976893
2.541,9.92398337019496
2.546,9.80514583000944
2.551,9.67224720508771
2.556,9.51633662100133
2.561,9.37797108703256
2.566,9.25621563328684
2.571,9.13112751670367
2.576,9.02325191461395
2.581,8.92153221135583
2.586,8.81285769947952
2.591,8.71139176863863
2.596,8.61794646911786
2.601,8.55604672655027
2.606,8.5250140825591
2.611,8.52620865328388
2.616,8.57128282627238
2.621,8.63732673100215
2.626,8.73319323161855
2.631,8.87249578258195
2.636,8.99963577690125
2.641,9.1220006964555
2.646,9.18314471512961
2.651,9.13239221238922
2.656,9.08888493723392
2.661,9.11605292712102
2.666,9.19509573988726
2.671,9.3338779762733
2.676,9.54153172040103
2.681,9.74433515628784
2.686,9.89591790943492
2.691,10.015103768144
2.696,10.1336578646658
2.701,10.2772231221562
2.706,10.4432808490478
2.711,10.6346208400712
2.716,10.8338303185631
2.721,11.0529973508543
2.726,11.2719621645596
2.731,11.4902297405461
2.736,11.703083750107
2.741,11.9100108184409
2.746,12.0996888492893
2.751,12.2899262078232
2.756,12.4897080453931
2.761,12.7055182701035
2.766,12.942777392581
2.771,13.2081104671259
2.776,13.5153733619371
2.781,13.8557162247488
2.786,14.2162557529433
2.791,14.5902165987238
2.796,14.9736453320942
2.801,15.3709101918902
2.806,15.8004911020574
2.811,16.2563562429969
2.816,16.7286295459246
2.821,17.2191716325747
2.826,17.7306307042434
2.831,18.2619272448426
2.836,18.8322851909857
2.841,19.4609405426872
2.846,20.1451032773877
2.851,20.8653607006377
2.856,21.6128697694862
2.861,22.3618208441983
2.866,23.1314964114785
2.871,23.9403303868017
2.876,24.8273161670582
2.881,25.8008539595535
2.886,26.868537720462
2.891,28.3467461732961
2.896,29.6631068146841
2.901,31.0162039585575
2.906,32.4745363072579
2.911,34.3244676041734
2.916,36.2249826576075
2.921,38.0944253544219
2.926,39.5094595270873
2.931,40.8875024803717
2.936,42.3781619862188
2.941,43.9896870821875
2.946,45.5778407816323
2.951,47.1268723944262
2.956,48.6115030025572
2.961,49.9545895990685
2.966,51.1093381397228
2.971,52.022835254871
2.976,52.7338019064435
2.981,53.3418499940592
2.986,53.9482056270026
2.991,54.4964160014578
2.996,55.001747872953
3.001,55.6620712104272
3.006,56.3296551658927
3.011,56.8891279213658
3.016,57.3073286788984
3.021,57.5433276724733
3.026,57.7435190316628
3.031,57.9937729209881
3.036,58.158328140297
3.041,58.2018984567789
3.046,58.1688384698992
3.051,58.0825458972814
3.056,57.9142476508913
3.061,57.6710043249327
3.066,57.3859442243088
3.071,57.0631079253099
3.076,56.7966233797367
3.081,56.5879807605838
3.086,56.3702063547575
3.091,56.1313067363669
3.096,55.8590193110171
3.101,55.6162608713464
3.106,55.3827949853799
3.111,55.1974556408111
3.116,54.9965151494398
3.121,54.7372816917024
3.126,54.4660309542355
3.131,54.174403446781
3.136,53.7897567284691
3.141,53.2863588018837
3.146,52.6584167213557
3.151,52.0323384622523
3.156,51.3278770841075
3.161,50.5661111591546
3.166,49.7346429683207
3.171,48.7189299487805
3.176,47.649198450811
3.181,46.6340377939775
3.186,45.665368682335
3.191,44.7165778140302
3.196,43.8706914869734
3.201,42.982265463032
3.206,42.0148500554879
3.211,41.0175483462276
3.216,40.0083036793872
3.221,38.9521948456754
3.226,37.869902508349
3.231,36.7507658805206
3.236,35.5977944103039
3.241,34.4322995869236
3.246,33.2122199388133
3.251,31.9291348532486
3.256,30.5579487023199
3.261,29.1253445264574
3.266,27.5899299884598
3.271,26.03706771647
3.276,24.4639808386236
3.281,22.885562902167
3.286,21.2997288462547
3.291,19.6835413685778
3.296,18.0060844985765
3.301,16.2514118320129
3.306,14.4590993044216
3.311,12.635891596418
3.316,10.7800542721011
3.321,8.92142258004369
3.326,7.0203938290159
3.331,5.00329017500806
3.336,2.94818837736685
3.341,0.983565983727608
3.346,-0.890653459650721
3.351,-2.57302048639374
3.356,-4.07137112968625
3.361,-5.43410631806441
3.366,-6.71935030379434
3.371,-7.90543034415579
3.376,-8.88054397255365
3.381,-9.57067233017885
3.386,-10.4740260378336
3.391,-10.9788957844559
3.396,-11.2945170211708
3.401,-10.929680890424
3.406,-10.3603961873023
3.411,-9.65392327674063
3.416,-8.87711750187649
3.421,-8.10979797233875
3.426,-7.35142722621639
3.431,-6.59602828592698
3.436,-6.04564463677623
3.441,-5.6119556186514
3.446,-5.1781674222974
3.451,-4.92115877938601
3.456,-4.70311335378097
3.461,-4.24800104444833
3.466,-3.80773813267322
3.471,-3.37885391940028
3.476,-2.7096921463711
3.481,-1.82332715306516
3.486,-0.832365991963627
3.491,0.422286690008081
3.496,1.52685978108467
3.501,2.08099598732675
3.506,1.6571485764731
3.511,0.511100853578464
3.516,-0.966846307959581
3.521,-2.25830918184806
3.526,-2.93035260576377
3.531,-2.74493996703796
3.536,-2.0282213706726
3.541,-0.728248597112955
3.546,0.974190458675927
3.551,2.75444732378279
3.556,4.35339334291873
3.561,5.73236354258647
3.566,6.86832103863224
3.571,7.77470836528403
3.576,8.52103580047265
3.581,9.09666209020573
3.586,9.34417015926314
3.591,9.18088307311865
3.596,8.81551790523281
3.601,8.5878671765864
3.606,8.60826633531611
3.611,8.88638877807753
3.616,9.24313059021037
3.621,9.51346441350194
3.626,9.671697901425
3.631,9.74273931285355
3.636,9.81122441676264
3.641,10.1149205667284
3.646,10.3109337918777
3.651,10.1901360534956
3.656,10.244797463541
3.661,10.3155378348433
3.666,10.3988706254849
3.671,10.4297472712084
3.676,10.4372377190556
3.681,10.3578404839485
3.686,10.1884460271265
3.691,9.95976284305357
3.696,9.78554148774248
3.701,9.71733629893471
3.706,9.64577006532451
3.711,9.56940353647708
3.716,9.5031350734695
3.721,9.46734118001352
3.726,9.53392748737452
3.731,9.67713118530094
3.736,9.85092128447756
3.741,10.050569065551
3.746,10.2436287883353
3.751,10.4174553188426
3.756,10.5697916997993
3.761,10.6781416649852
3.766,10.7724832800883
3.771,10.87114709372
3.776,10.970652555596
3.781,11.0867634854911
3.786,11.2581965981692
3.791,11.2683422902392
3.796,11.2781602316577
3.801,11.3183133089488
3.806,11.2523924331666
3.811,11.1069924832131
3.816,10.9118107297118
3.821,10.6866415935639
3.826,10.4636775657172
3.831,10.2102514911748
3.836,9.982551576868
3.841,9.74093333945456
3.846,9.57712036772165
3.851,9.47304258533407
3.856,9.49273432655584
3.861,9.59185443566425
3.866,9.7126899725945
3.871,9.84255920738947
3.876,9.88778555087341
3.881,9.91510986634449
3.886,9.95531171872029
3.891,10.0562084061773
3.896,10.2161258394244
3.901,10.443743333543
3.906,10.7016884437025
3.911,10.9100325320849
3.916,11.0269353057548
3.921,11.088099876375
3.926,11.1346829360128
3.931,11.1864868790959
3.936,11.278408274947
3.941,11.4360976035125
3.946,11.6398431339798
3.951,11.8580609339273
3.956,12.0791525446723
3.961,12.2930427107232
3.966,12.4875654208158
3.971,12.6711826748579
3.976,12.8518952033206
3.981,13.0423472359463
3.986,13.2480243785565
3.991,13.4771901021947
3.996,13.7251844385878
4.001,13.9792319658937
4.006,14.2428608598877
4.011,14.5138772086563
4.016,14.8046327450552
4.021,15.1213760685126
4.026,15.4688304106998
4.031,15.8623514107403
4.036,16.301054880834
4.041,16.7640828011761
4.046,17.2568536486
4.051,17.808012160322
4.056,18.4534335949712
4.061,19.2123727900193
4.066,20.0876489495747
4.071,21.0371364250045
4.076,22.0422969503248
4.081,23.0863793434567
4.086,24.1732364432025
4.091,25.6121619176686
4.096,27.155625890929
4.101,28.5633901569717
4.106,30.0791500973235
4.111,31.7174208148825
4.116,33.4631742225696
4.121,35.502255393368
4.126,37.5859779642178
4.131,39.7227805368939
4.136,41.4304369777796
4.141,43.1995673512023
4.146,44.9924548928195
4.151,46.7673965028028
4.156,48.4861893086973
4.161,50.2273928075731
4.166,51.9342952023357
4.171,53.5301640288925
4.176,54.8886882996902
4.181,55.9214379035192
4.186,56.6116441608108
4.191,57.1592751314108
4.196,57.624188797857
4.201,58.1279113560338
4.206,58.902036507422
4.211,59.7403165041471
4.216,60.5190928214752
4.221,61.1758140356711
4.226,61.7870608110969
4.231,62.3354932248605
4.236,62.6907830463506
4.241,62.9017135429601
4.246,62.9583031182568
4.251,62.8808019922789
4.256,62.6829846500656
4.261,62.2957913093739
4.266,61.8283553621926
4.271,61.3407495400157
4.276,60.9366920236349
4.281,60.6299218868612
4.286,60.3770073335785
4.291,60.1194005300882
4.296,59.827728757814
4.301,59.4664495030213
4.306,59.1415839969265
4.311,58.855647912196
4.316,58.5944711762556
4.321,58.2759438709081
4.326,57.8357743639596
4.331,57.3320802221356
4.336,56.8761246581644
4.341,56.4428576544768
4.346,55.9938215721427
4.351,55.4589203128659
4.356,54.9467592583801
4.361,54.2970415886595
4.366,53.524932898637
4.371,52.5501092096077
4.376,51.4444053385514
4.381,50.3164439709689
4.386,49.2501973444697
4.391,48.1872354795167
4.396,46.9111162093898
4.401,45.6588382336137
4.406,44.4655776270882
4.411,43.3941395775668
4.416,42.411553865798
4.421,41.4449855858541
4.426,40.4209414182903
4.431,39.343653972124
4.436,38.2468707531679
4.441,37.1173480417058
4.446,35.9819539998885
4.451,34.7915834774598
4.456,33.5764842967548
4.461,32.3309172143351
4.466,31.0461139352966
4.471,29.6572252429909
4.476,28.101358896355
4.481,26.4943479555546
4.486,24.8159360406137
4.491,23.0312351912395
4.496,21.1676026888009
4.501,19.2905053322978
4.506,17.4219768394441
4.511,15.5191276841088
4.516,13.5334094303202
4.521,11.429634717655
4.526,9.29911957910737
4.531,7.14399259988284
4.536,5.02797683251076
4.541,2.88825146205994
4.546,0.772025615578741
4.551,-1.24391786595226
4.556,-3.23374398937186
4.561,-4.96558405943917
4.566,-6.50902278688793
4.571,-7.96936580825768
4.576,-9.26412523974519
4.581,-10.3820143434656
4.586,-11.3872011184931
4.591,-12.06794848083
4.596,-12.6389653744565
4.601,-13.0726656381584
4.606,-13.304493631291
4.611,-13.3113770877926
4.616,-13.1468995194286
4.621,-12.9802636489133
4.626,-12.304057542465
4.631,-11.4222574303228
4.636,-10.5646483795289
4.641,-9.97121276735079
4.646,-9.88691269080696
4.651,-9.90107228156748
4.656,-9.66906615684951
4.661,-9.28336748739947
4.666,-8.63338987308866
4.671,-7.85597418126797
4.676,-6.95265184688141
4.681,-5.86257869397971
4.686,-4.49653663895584
4.691,-2.91268704734921
4.696,-1.71116303435243
4.701,-1.56032941083855
4.706,-2.26003502044248
4.711,-3.63533306409766
4.716,-5.01174087288348
4.721,-5.80272848969072
4.726,-5.40634590836663
4.731,-4.35057702838109
4.736,-2.76964123812641
4.741,-0.873213623315907
4.746,1.57184824903692
4.751,4.1614327523977
4.756,6.45016705160671
4.761,8.1276334673069
4.766,9.22436096985301
4.771,10.3854719921236
4.776,11.535266435327
4.781,12.5588949418317
4.786,12.8157545089705
4.791,12.7857876918675
4.796,12.6969669390476
4.801,12.7194931595034
4.806,12.8109710121057
4.811,12.8789409615018
4.816,12.983799285471
4.821,13.2557464924854
4.826,13.5130499712403
4.831,14.1194234699936
4.836,15.1514615578816
4.841,16.372587064196
4.846,16.6454002888638
4.851,16.868316659691
4.856,17.1552916669202
4.861,17.3971137904603
4.866,17.5219107021471
4.871,17.5790961017668
4.876,17.6016749106868
4.881,17.586542119544
4.886,17.5196588013952
4.891,17.3552757338215
4.896,17.1308941391548
4.901,16.9070337039693
4.906,16.678683839934
4.911,16.4598838229717
4.916,16.2694325151107
4.921,16.0542775612367
4.926,15.8232534484621
4.931,15.6185324372891
4.936,15.3917386467027
4.941,15.1901151075075
4.946,14.9724567016261
4.951,14.7739578962264
4.956,14.6110794700807
4.961,14.5802529704889
4.966,14.483087774042
4.971,14.2743553012558
4.976,14.0839534882326
4.981,13.9325274446328
4.986,13.8596990561166
4.991,13.9060562858755
4.996,14.0550955835439
5.001,14.2323628146469
5.006,14.3871297631174
5.011,14.489621697505
5.016,14.509300504689
5.021,14.431601603591
5.026,14.2582577038283
5.031,14.0238537740248
5.036,13.7599918294341
5.041,13.5253204947614
5.046,13.3457091817684
5.051,13.244634057219
5.056,13.1246188979632
5.061,13.013844983825
5.066,12.9158425773819
5.071,12.6946022084457
5.076,12.5364558943806
5.081,12.4955117026895
5.086,12.5599317332471
5.091,12.710642749624
5.096,12.8793443529247
5.101,13.0024046760915
5.106,13.0618566616761
5.111,13.0597503646531
5.116,13.051715775569
5.121,13.0579998847624
5.126,13.0746128676826
5.131,13.1064136270948
5.136,13.1289696725603
5.141,13.1414128013091
5.146,13.1741853964018
5.151,13.2408904035303
5.156,13.3716834911631
5.161,13.5625698179647
5.166,13.772209649582
5.171,14.0087841971612
5.176,14.2615692030417
5.181,14.5517652286559
5.186,14.8694720708907
5.191,15.2017734226255
5.196,15.5512812324623
5.201,15.8968071857875
5.206,16.225621962957
5.211,16.5505504926322
5.216,16.876259366887
5.221,17.2043168167301
5.226,17.5518047953708
5.231,17.9229657852599
5.236,18.3044896525448
5.241,18.6905294551012
5.246,19.0918229728181
5.251,19.492041356677
5.256,19.905332302017
5.261,20.3482770350956
5.266,20.8285521507867
5.271,21.3572788074832
5.276,21.9428718128244
5.281,22.5628270384176
5.286,23.2019490826862
5.291,23.8598842498012
5.296,24.5450676979536
5.301,25.2755606442694
5.306,26.0786537615524
5.311,26.975197379025
5.316,27.9861241037684
5.321,29.0782697484226
5.326,30.3364573419823
5.331,31.6961308552052
5.336,33.4798891005532
5.341,35.3361893521443
5.346,37.2221762600993
5.351,39.111664545425
5.356,40.5800703320094
5.361,42.049310969214
5.366,43.5596078012616
5.371,45.0877480375679
5.376,46.5594765010277
5.381,47.9155848871107
5.386,49.2838658883851
5.391,50.6607732353908
5.396,52.0140525496117
5.401,53.2556726742795
5.406,54.3691139042871
5.411,55.3479433178734
5.416,56.2400990215736
5.421,56.9399119441732
5.426,57.58271072438
5.431,58.2429289422054
5.436,58.7982214109048
5.441,59.3406538524482
5.446,59.7635902180152
5.451,60.1055645148082
5.456,60.3691846820739
5.461,60.5044052126393
5.466,60.402808862686
5.471,60.1448530416586
5.476,59.8490630574415
5.481,59.4807947261215
5.486,59.0334955250226
5.491,58.5551994028313
5.496,58.1018692372035
5.501,57.6648639446811
5.506,57.3232566393607
5.511,57.0713335610531
5.516,56.8447716137341
5.521,56.556621097614
5.526,56.276446943832
5.531,56.0028414617661
5.536,55.7377904019366
5.541,55.3708206801289
5.546,54.9368792541344
5.551,54.4410597016205
5.556,53.8883268910184
5.561,53.3258341641515
5.566,52.7086368231173
5.571,52.0275381469122
5.576,51.328553490546
5.581,50.6390046663981
5.586,49.9631427453513
5.591,49.2896581576635
5.596,48.6033466402836
5.601,47.8929023641929
5.606,47.1671012456661
5.611,46.4404878410245
5.616,45.7391723475386
5.621,45.0545985407145
5.626,44.3216501506035
5.631,43.6163529009311
5.636,42.8282640068617
5.641,41.8775936724796
5.646,40.8479582443428
5.651,39.8374299544892
5.656,38.8391813643418
5.661,37.8095580234006
5.666,36.6945869826666
5.671,35.501110980469
5.676,34.2256614385736
5.681,32.8969510090347
5.686,31.5507093569419
5.691,30.1812404433881
5.696,28.7725819961275
5.701,27.3160490044275
5.706,25.8384635640653
5.711,24.3238344411115
5.716,22.776324955183
5.721,21.2155444089387
5.726,19.6278699010496
5.731,17.9477297118879
5.736,16.193570586692
5.741,14.5044746967417
5.746,12.650745454002
5.751,10.7512981446552
5.756,8.83783677576139
5.761,6.93417948037384
5.766,5.03398343973283
5.771,3.23085009211091
5.776,1.65049244052302
5.781,0.305420733710335
5.786,-0.891991023140315
5.791,-1.94480899798874
5.796,-3.07906025225123
5.801,-4.18009428424537
